Mixture	Tgd	CD8_Tem	Tte	MAIT	NK	Treg	CD4_Tem	CD8_Tem_PD1	Naive_like	HLADR_CD8	Tex	P-value	Correlation	RMSE
TCGA.3L.AA1B.01A.11R.A37K.07	0.0493159390563438	0.185527841229472	0.106106843206096	0.0505465575516439	0.0799958745408408	0.0748453022156344	0.0845229719943509	0.0581850387162476	0.102531441009525	0.124879538013299	0.0835426524665468	0	0.850386415115705	0.643352326548998
TCGA.4N.A93T.01A.11R.A37K.07	0.0434854005148353	0.147946104113496	0.109780361340432	0.0641590121532963	0.0526500247336363	0.0669423756659552	0.103748995860172	0.0777798910779857	0.122287350384494	0.136472234016842	0.0747482501388551	0	0.782154218666398	0.686646220481068
TCGA.4T.AA8H.01A.11R.A41B.07	0.0386979421639215	0.209596263940664	0.106715945231112	0.0679627509971836	0.0574790106457603	0.0647021709632614	0.0991418979432804	0.0815783351950439	0.106862572249241	0.0893429474557852	0.0779201632147467	0	0.755985128234221	0.717103255028894
TCGA.5M.AAT4.01A.11R.A41B.07	0.0596143500859771	0.217639899221938	0.0688820880709102	0.0537647041479382	0.0798441738544791	0.0756977698478674	0.131253931102816	0.0984506100472927	0.141603347026357	0	0.0732491265944245	0	0.748948665781798	0.732073503910921
TCGA.5M.AAT5.01A.21R.A41B.07	0.0644050265663584	0.16986682046604	0.0745985523731574	0.0536148089981614	0.0778713257796794	0.0868330801287446	0.0794719125960516	0.0848464979777958	0.148823260579498	0.0992169226636807	0.0604517918708331	0	0.767587990214742	0.715157621566974
TCGA.5M.AAT6.01A.11R.A41B.07	0.0622124352165465	0.243528325123627	0.062485407180011	0.0539507005436461	0.103404125473037	0.0864978289800685	0.0710308817775046	0.049140633583367	0.125605209030953	0.0606096615251076	0.0815347915661321	0	0.628521524129809	0.802018702403918
TCGA.5M.AATA.01A.31R.A41B.07	0.0598715811144943	0.195340031027927	0.07632033308405	0.0565549221315182	0.0941753859529999	0.0846702708729894	0.0566870639229563	0.0546632319231421	0.138305771850685	0.106481704096487	0.0769297040227517	0	0.780817072096147	0.705546318682632
TCGA.5M.AATE.01A.11R.A41B.07	0.0521757160744301	0.214769032721935	0.105693011628831	0.0625731894665758	0.0679666682318534	0.0878561343650923	0.0480125500213267	0.0574011201512339	0.123083305230666	0.115526829311038	0.064942442797018	0	0.766066060242624	0.71164578068802
TCGA.A6.2671.01A.01R.1410.07	0.0742853040353859	0.282611444978702	0.104753742445851	0.0763811797557264	0.074374705033377	0.105429351685951	0.0827608755668766	0.045647915185177	0.0737794782118544	0.000456601841283257	0.0795194012598151	0	0.579030967437578	0.826982534724701
TCGA.A6.2671.11A.01R.A32Z.07	0.0309751172932817	0.100105744518637	0.109383791544939	0.0395837233483355	0.106120935084559	0.0356587318699248	0.144849558902543	0.0831027904313233	0.072641346378679	0.192313200490868	0.0852650601369092	0	0.615581070755153	0.791110777717942
TCGA.A6.2672.01A.01R.0826.07	0.0529855282790661	0.252828425534191	0.0999485615926749	0.0589064302182986	0.0955327746273725	0.0725643666861203	0.0957785591339121	0.0417683574742046	0.0672101839481168	0.0634151556423693	0.0990616568636739	0	0.69789878176306	0.755237549188484
